"Frequency","Word","Sentence"
3,ministerio,"—El Ministerio de Magia está confundiendo las cosas, como de costumbre —murmuró Hagrid, pasando pági"
3,besar,"A las ocho y media, el señor Dursley cogió su maletín, besó a la señora Dursley en la mejilla y trat"
3,cruzado,Se produjo un chasquido y un hombrecito de ojos oscuros y perversos y boca ancha apareció flotando e
3,dais,"—Ahora, cuando haga sonar mi silbato, dais una fuerte patada —dijo la señora Hooch—."
3,carcajada,"Casi antes de que pudieran marcharse, Malfoy ya estaba riéndose a carcajadas."
3,soleado,Era un sábado muy soleado y el zoológico estaba repleto de familias.
3,felpudo,Todos oyeron el ruido en el buzón y las cartas que caían sobre el felpudo.
3,rubeus,"Soy Rubeus Hagrid, Guardián de las Llaves y Terrenos de Hogwarts."
3,desgraciadamente,"Filch los encontró tratando de pasar por una puerta que, desgraciadamente, resultó ser la entrada al"
3,tejido,"Harry abrió el paquete y encontró un jersey tejido a mano, grueso y de color verde esmeralda, y una "
3,chist,—¡Chist.
3,monstruoso,"Estaban mirando directamente a los ojos de un perro monstruoso, un perro que llenaba todo el espacio"
3,callado,"Harry y Dudley iniciaron una lucha, furiosa pero callada, para ver quién espiaba por el ojo de la ce"
3,prohíbo,¡Le prohíbo que le diga nada al muchacho.
3,grada,"De pronto, la gente comenzó a señalar hacia Harry por encima de las gradas."
3,subir él,"Trató de subirlo por los escalones, pero sólo pudo levantarlo un poco antes de que se cayera golpeán"
3,obligar él,"—No puedo, Tom, estoy aquí por asuntos de Hogwarts —respondió él, poniendo una mano en el hombro de "
3,planear,"—preguntó tía Petunia mirando con ira a Harry, como si él lo hubiera planeado todo."
3,l,"Para Jessica, a quien le gustan las historias,  para Anne, a quien también le gustaban,  y para Di, "
3,mortal,"Harry miró por encima de su hombro para leerlo:  El peligro yace ante ti, mientras la seguridad está"
3,situado,"Situados a ambos lados del chico pálido, parecían guardaespaldas."
3,enfrentar él,"Tío Vernon esperó hasta que Piers se hubo marchado, antes de enfrentarse con Harry."
3,huesudo,"Harry tenía el rostro delgado, rodillas huesudas, pelo negro y ojos de color verde brillante."
3,lunes,—Es lunes —dijo a su madre—.
3,correspondencia,"—Trae la correspondencia, Dudley —dijo tío Vernon, detrás de su periódico."
3,seguramente,Seguramente parecería que llevaba puestos pedazos de piel de un elefante viejo.
3,gruñó,Gruñó y le ofreció más pastel.
3,agripa,A mí me falta Agripa.
3,magnífico,"Las paredes de piedra estaban iluminadas con resplandecientes antorchas como las de Gringotts, el te"
3,confusión,"Harry y Ron subieron por la escalera, conteniendo la risa ante la evidente furia y confusión de Malf"
3,adiós,—Adiós —añadió Ron.
3,sir,El joven Sirius Black me la ha dejado.
3,apunte,Había comenzado a hacer horarios para repasar y a subrayar con diferentes colores sus apuntes.
3,escarabajo,"Su rostro estaba prácticamente oculto por una larga maraña de pelo y una barba desaliñada, pero podí"
3,burlar él,"Dudley se rió como un tonto, burlándose de Harry, que pasó la noche sin dormir imaginando lo que suc"
3,aplastado,Del bolsillo interior de su abrigo negro sacó una caja algo aplastada.
3,malhumorado,"Los búhos se llamaban unos a otros, con un malhumorado ulular, por encima del ruido de las charlas y"
3,tapa,"Sus manos tenían el mismo tamaño que las tapas del cubo de la basura y sus pies, calzados con botas "
3,convenir,Harry había tenido razón al pensar que no era una profesora con quien conviniera tener problemas.
3,reprochárselo,Y no podía reprochárselo.
3,buzón,Todos oyeron el ruido en el buzón y las cartas que caían sobre el felpudo.
3,vulgar,"Un nombre vulgar y horrible, si quieres mi opinión."
3,tonterías,"Tonterías, en mi opinión."
3,peltre,"1 caldero (peltre, medida estándar 2)."
3,amarillento,"Potter  Alacena Debajo de la Escalera  Privet Drive, 4  Little Whinging  Surrey    El sobre era grue"
3,encantado,"—Encantado, señor Potter, no puedo decirle cuánto."
3,farol,"—Seguidme —dijo Filch, encendiendo un farol y conduciéndolos hacia fuera—."
3,vas,¡Vas a despertar a los muggles.
3,grisáceo,En segundos adquirió el blanco grisáceo de unas gachas de avena resecas.
3,notable,Cada casa tiene su propia noble historia y cada una ha producido notables brujas y magos.
3,haer,"A la mañana siguiente, en la clase de Defensa Contra las Artes Oscuras, mientras copiaban las difere"
3,quédate,quédate.
3,comprar él,"Un día del mes de julio, tía Petunia llevó a Dudley a Londres para comprarle su uniforme de Smelting"
3,chillido,"Se produjo un relámpago de luz violeta, un sonido como de un petardo, un agudo chillido y, al moment"
3,interferir,"Nada puede interferir en una escoba, excepto la poderosa magia tenebrosa."
3,bala,"Al momento siguiente, treinta o cuarenta cartas salieron disparadas de la chimenea como balas."
3,wingardium,—¡Wingardium Leviosa.
3,ayudarte,Yo puedo ayudarte en eso.
3,impaciencia,"—Oh, sí, todos estaban de fiesta, de acuerdo —dijo con impaciencia—."
3,evitar él,no me gusta decir el nombre si puedo evitarlo.
3,queréis,"A eso de las doce y media se produjo un traqueteo en el pasillo, y una mujer de cara sonriente, con "
3,encaramado,Encaramada en ella se veía la más miserable choza que uno se pudiera imaginar.
3,desplomar,"Harry aplaudió con fuerza, junto con los demás, mientras Ron se desplomaba en la silla más próxima."
3,doris,"—Doris Crockford, señor Potter."
3,padrino,Yo soy su padrino.
3,retorceír,"Se estiró, arrebató el rifle a tío Vernon, lo retorció como si fuera de goma y lo arrojó a un rincón"
3,campeonato,Espero que este año nos ayudéis a ganar el campeonato para la casa.
3,atigrado,"Sí había un gato atigrado en la esquina de Privet Drive, pero no se veía ningún plano."
3,enfrente,"Estuvo de muy buen humor hasta la hora de la comida, cuando decidió estirar las piernas y dirigirse "
3,trampa,Nick Casi Decapitado siempre se sentía contento de señalar el camino indicado a los nuevos Gryffindo
3,protección,"Una guía para la autoprotección, Quentin Trimble."
3,malvado,"Binns hablaba monótonamente, mientras escribía nombres y fechas, y confundía Emerico el Malvado con "
3,seda,"Había unos grandiosos forrados en piel, otros del tamaño de un sello, con tapas de seda, otros lleno"
3,cuidadosamente,"Se tragó una cantidad de preguntas que se le acababan de ocurrir y, en lugar de hacerlas, miró las m"
3,suspender,Dudley suspendió su fingido llanto de inmediato.
3,hamburguesa,"Cada año, el día del cumpleaños de Dudley, sus padres lo llevaban con un amigo a pasar el día a un p"
3,toseír,"Pareció complacido ante las caras de asombro y volvió a ponerse la cabeza en su sitio, tosió y dijo—"
3,libertad,Déjalo en libertad.
3,balanza,1 balanza de latón.
3,atado,"Lo he visto dando patadas a su madre mientras subían por la escalera, pidiendo caramelos a gritos."
3,fracturar,"Sus ojos azules eran claros, brillantes y centelleaban detrás de unas gafas de cristales de media lu"
3,percibir,Al llegar a la esquina percibió el primer indicio de que sucedía algo raro: un gato estaba mirando u
3,reemplazar,"Disgustado por la derrota de Slytherin, había tratado de hacer que todos se rieran diciendo que una "
3,verdaderamente,"—Va verdaderamente a toda pastilla ahí arriba, un pase limpio a Alicia Spinnet, el gran descubrimien"
3,cocida,"Harry encontró tostadas, coco, judías cocidas, fresa, curry, hierbas, café y sardinas, y fue lo bast"
3,omiso,Snape seguía haciendo caso omiso de la mano temblorosa de Hermione.
3,dijiste,¡Me dijisteis que habían muerto en un accidente de coche.
3,caída,"Al momento siguiente, estaba ganando velocidad en la caída, persiguiendo la bola, con el viento silb"
3,estalagmita,"Iban cada vez más abajo, pasando por un lago subterráneo en el que había gruesas estalactitas y esta"
3,mallorca,—Está de vacaciones en Mallorca —respondió enfadada tía Petunia.
3,aproximar,"Unos bastones flotaban en el aire, por encima de ellos, y cuando Percy se aproximó comenzaron a arro"
3,debéis,—Debéis tener cuidado con Peeves —dijo Percy mientras seguían avanzando—.
3,bestia,—¿Ya has averiguado cómo burlar a esa bestia de Hagrid.
3,spinnet,"—Va verdaderamente a toda pastilla ahí arriba, un pase limpio a Alicia Spinnet, el gran descubrimien"
3,crockford,"—Doris Crockford, señor Potter."
3,bar,"Sin embargo, el señor Dursley tuvo una mañana completamente normal, sin búhos."
3,escabel,"En el fondo de la tienda, un niño de rostro pálido y puntiagudo estaba de pie sobre un escabel, mien"
3,roncar,"Dudley roncaba, pero Harry permaneció despierto, sentado en el alféizar de la ventana, contemplando "
3,apellido,Potter no era un apellido tan especial.
3,peca,"Mi padre me dijo que todos los Weasley son pelirrojos, con pecas y más hijos de los que pueden mante"
3,desfilar,"No vio los búhos que volaban en pleno día, aunque en la calle sí que los veían y los señalaban con l"
3,pedacito,"—comenzó, pero tío Vernon estaba rompiendo las cartas en pedacitos ante sus ojos."
3,agarrar,Harry se dio cuenta de que agarraba con fuerza su paraguas rosado.
3,ingrediente,"Hagrid tampoco dejó que Harry comprara un caldero de oro macizo (en la lista decía de peltre), pero "
3,déjalir,"Bueno, déjalo aquí, Hagrid, es mejor que terminemos con esto."
3,abertura,"Todos agacharon la cabeza y los botecitos los llevaron a través de una cortina de hiedra, que escond"
3,ver yo,—Me preguntaba si podía devolverme mi libro —dijo.
3,hotel,"Tío Vernon se detuvo finalmente ante un hotel de aspecto lúgubre, en las afueras de una gran ciudad."
3,envíame,Envíame una lechuza cuando llegues.
3,cerilla,"Hay que empezar con cosas pequeñas, como cerillas en agujas y todo eso."
3,desgracia,"Había vivido con los Dursley casi diez años, diez años desgraciados, hasta donde podía acordarse, de"
3,rifle,"También había una gran jaula que alguna vez tuvo dentro un loro, pero Dudley lo cambió en el colegio"
3,sabes,—¿Sabes aquel muchacho de pelo negro que estaba cerca de nosotros en la estación.
3,ligeramente,"Nadie dijo una palabra mientras el gigante trabajaba, pero cuando sacó del atizador las primeras sei"
3,apresuradamente,"Un momento después, la profesora McGonagall entraba apresuradamente en la habitación, seguida por Sn"
3,horario,Los expertos son incapaces de explicar el motivo por el que los búhos han cambiado sus horarios de s
3,tirar él,"—aulló Ron desde el otro extremo, tirándole una cañería de metal."
3,erguir,—Hagrid se irguió con orgullo—.
3,aliento,Hermione había recuperado el aliento y el mal carácter.
3,pollo,Toda la casa olía a repollo y la señora Figg le hacía mirar las fotos de todos los gatos que había t
3,silbato,"—Ahora, cuando haga sonar mi silbato, dais una fuerte patada —dijo la señora Hooch—."
3,atónito,—Ron estaba atónito—.
3,linterna,Los cientos de rostros que los miraban parecían pálidas linternas bajo la luz brillante de las velas
3,subterráneo,"Iban cada vez más abajo, pasando por un lago subterráneo en el que había gruesas estalactitas y esta"
3,locomotora,Una locomotora de vapor de color escarlata esperaba junto a un andén lleno de gente.
3,inconfundible,Pero se recuperaba rápidamente: sus profundos gruñidos eran inconfundibles.
3,peñasco,"Después de lo que pareció una eternidad, llegaron al peñasco, donde tío Vernon, resbalando y patinan"
3,hermanita,Se asomaron por la ventanilla para que los besara y su hermanita comenzó a llorar.
2,salsa,"Nunca había visto tantas cosas que le gustara comer sobre una mesa: carne asada, pollo asado, chulet"
2,pedir él,Hermione continuó—: Nos preguntábamos en quién más podía confiar Dumbledore lo suficiente para pedir
2,fabricar,"El señor Dursley era el director de una empresa llamada Grunnings, que fabricaba taladros."
2,observándolo,He estado observándolos todo el día.
2,montículo,Dentro había montículos de monedas de oro.
2,sabrar,"Ya lo sabrás todo sobre Hogwarts, por supuesto."
2,cañón,—¿Dónde está el cañón.
2,acordar él,"Había vivido con los Dursley casi diez años, diez años desgraciados, hasta donde podía acordarse, de"
2,ahogado,"»  Con un grito ahogado, tío Vernon se levantó de su asiento y corrió hacia el vestíbulo, con Harry "
2,galopant,"—Gorgonas galopantes, ahora me acuerdo —dijo Hagrid, golpeándose la frente con tanta fuerza como par"
2,estricto,"bien, no me está permitido hacer magia, hablando estrictamente."
2,ovillo,"Ella y tío Vernon se acostaron en una cama llena de bultos en la habitación contigua, y Harry tuvo q"
2,entornado,"Parecía vacía, pero la puerta del otro extremo estaba entornada."
2,abrir él,La gran cara peluda de Hagrid apareció al abrirse la puerta.
2,señoría,"—Lo siento mucho, sanguinaria señoría —dijo en tono meloso—."
2,poltergeist,Es un poltergeist.
2,quedaos,"¡Quedaos en el sendero, volveré a buscaros."
2,presidente,"Decía «Potter, presidente» y Dean, que dibujaba bien, había trazado un gran león de Gryffindor."
2,prender él,"Tu amiga, la señorita Granger, accidentalmente me atropelló cuando corría a prenderle fuego a Snape,"
2,apagar él,Harry tuvo que apagarlo con su sombrero.
2,castaño,"Color pardo, castaño, gris y blanco."
2,di,"Para Jessica, a quien le gustan las historias,  para Anne, a quien también le gustaban,  y para Di, "
2,muchísimos,Estaba seguro de que había muchísimas personas que se llamaban Potter y que tenían un hijo llamado H
2,veintiún,Mientras Hagrid preguntaba al hombre que estaba detrás del mostrador por un surtido de ingredientes 
2,despreocupado,"En lugar de eso dijo, tratando de parecer despreocupado:  —El hijo de ellos."
2,charlar,"Los demás jugadores se quedaron, como siempre, para charlar entre ellos al finalizar el entrenamient"
2,visitante,"Era peor que tener por dormitorio una alacena donde la única visitante era tía Petunia, llamando a l"
2,pobrecito,y el pobrecito Harry tendrá que vivir con muggles.
2,ajenjo,¿Qué obtendré si añado polvo de raíz de asfódelo a una infusión de ajenjo.
2,cabezas,"—Allí, en Stonewall, meten las cabezas de la gente en el inodoro el primer día —dijo a Harry—."
2,deciros,"Antes de comenzar nuestro banquete, quiero deciros unas pocas palabras."
2,volcar,"Harry, que podía ver venir un gran berrinche de Dudley, comenzó a comerse el beicon lo más rápido po"
2,furiosamente,La profesora McGonagall parpadeó furiosamente.
2,castigado,"Tía Petunia creyó que debía de haberse encogido al lavarlo y, para su gran alivio, Harry no fue cast"
2,sucedido,"todas las cosas raras que habían hecho que sus tíos se enfadaran con él habían sucedido cuando él, H"
2,encuentres,¿Dónde buscarías si te digo que me encuentres un bezoar.
2,quinto,"Pero Wood era una persona, un muchacho corpulento de quinto año que salió de la clase de Flitwick co"
2,kétchup,"Nunca había visto tantas cosas que le gustara comer sobre una mesa: carne asada, pollo asado, chulet"
2,fantástico,"— Animales fantásticos y dónde encontrarlos, Newt Scamander."
2,amor,Los ronquidos de Dudley quedaron amortiguados por los truenos que estallaron cerca de la medianoche.
2,jueves,Las lecciones de vuelo comenzarían el jueves.
2,estandarte,"Con el rabillo del ojo vio el estandarte brillando sobre la muchedumbre: «Potter, presidente."
2,recoger él,"Cuando llegó el correo, tío Vernon, que parecía hacer esfuerzos por ser amable con Harry, hizo que f"
2,sutil,—Estáis aquí para aprender la sutil ciencia y exacto arte de hacer pociones —comenzó.
2,centellear,"Sus ojos azules eran claros, brillantes y centelleaban detrás de unas gafas de cristales de media lu"
2,escupir,—Escupió un puñado de barro—.
2,beso,"A las ocho y media, el señor Dursley cogió su maletín, besó a la señora Dursley en la mejilla y trat"
2,mencionar él,"acelero las cosas un poquito, ¿te importaría no mencionarlo en Hogwarts."
2,zombi,"Su turbante, les dijo, era un regalo de un príncipe africano como agradecimiento por haberlo liberad"
2,volumen,"Le llamó la atención un volumen grande, negro y plateado."
2,ángulo,Era vieja y algunas de las ramitas de paja sobresalían formando ángulos extraños.
2,meter yo,Vas a meternos en un lío.
2,vuelvas,"Si no te ha hecho daño, mejor que vuelvas a la torre Gryffindor."
2,nuevamente,"El tráfico avanzó y, unos minutos más tarde, el señor Dursley llegó al aparcamiento de Grunnings, pe"
2,revisar,"»), si le pedían que revisara los trabajos les explicaba las respuestas correctas."
2,paja,"Los muchachos de Smeltings llevaban frac granate, pantalones bombachos de color naranja y sombrero d"
2,ham,Harry había descubierto a Ron tratando de animar un póster de Dean en que aparecía el equipo de fútb
2,expreso,"Un rótulo decía: «Expreso de Hogwarts, 11 h."
2,sigáis,¡No me parece bien que sigáis saltándoos las reglas.
2,golpecito,Harry acababa de comprender dónde estaban cuando Hagrid le dio unos golpecitos en el hombro.
2,reunido,"A las once de la mañana, todo el colegio parecía estar reunido alrededor del campo de quidditch."
2,destruido,"La casa estaba casi destruida, pero lo he sacado antes de que los muggles comenzaran a aparecer."
2,topo,"Por las ventanas de arriba veían a Hagrid descongelando las escobas en el campo de quidditch, enfund"
2,amistoso,"—preguntó Harry, tratando de mantener el tono amistoso."
2,trato,"Diez años antes, había una gran cantidad de retratos de lo que parecía una gran pelota rosada con go"
2,toque,"Tío Vernon dijo en tono cortante:  —No toques nada que él te dé, Dudley."
2,galería,"—señaló Harry a los otros y, aterrados, comenzaron a atravesar una larga galería llena de armaduras."
2,muchísima,"—Muchísima —dijo Harry, dando un mordisco a una empanada de calabaza."
2,grandioso,"Había unos grandiosos forrados en piel, otros del tamaño de un sello, con tapas de seda, otros lleno"
2,peluca,Harry decía a menudo que Dudley parecía un cerdo con peluca.
2,curar,"—Ahora escucha esto, chico —gruñó—: acepto que hay algo extraño en ti, probablemente nada que no hub"
2,forzado,Harry notó que las sonrisas de los otros profesores se habían vuelto algo forzadas.
2,estirar él,"La señora Dursley era delgada, rubia y tenía un cuello casi el doble de largo de lo habitual, lo que"
2,agreste,"En aquel momento, el paisaje que se veía por la ventanilla se hacía más agreste."
2,prestado,"Hagrid  Harry cogió prestada la pluma de Ron y contestó: «Sí, gracias, nos veremos más tarde», en la"
2,coleccionar,"Las ranas de chocolate llevan cromos, ya sabes, para coleccionar, de brujas y magos famosos."
2,infracción,"Mientras estéis en Hogwarts, vuestros triunfos conseguirán que vuestra casa gane puntos, mientras qu"
2,moda,Supuso que debía de ser una moda nueva.
2,pudin,"Nunca había visto tantas cosas que le gustara comer sobre una mesa: carne asada, pollo asado, chulet"
2,enfado,"—dijo Snape con enfado, haciendo desaparecer la poción con un movimiento de su varita—."
2,púa,"Supongo que has añadido las púas de erizo antes de sacar el caldero del fuego, ¿no."
2,escabullir,"Lo hizo funcionar una vez y todas las luces de la calle se encendieron, de manera que Privet Drive s"
2,asada,"Nunca había visto tantas cosas que le gustara comer sobre una mesa: carne asada, pollo asado, chulet"
2,botecito,"—gritó Hagrid, señalando a una flota de botecitos alineados en el agua, al lado de la orilla."
2,deberéis,"El banquete de comienzo de año se celebrará dentro de poco, pero antes de que ocupéis vuestros lugar"
2,id,Id directamente a la buhonera y enviad a Hedwig a Dumbledore.
2,misteriosamente,Tío Vernon y tía Petunia se miraban misteriosamente.
2,enséñano,"Y todo el colegio vociferó:  Hogwarts, Hogwarts, Hogwarts,  enséñanos algo, por favor."
2,blando,"Pero, como no lo hizo, continuó hablando."
2,caoba,"—Su padre, por otra parte, prefirió una varita de caoba."
2,escuchadme,"Ahora, escuchadme los tres, os estáis metiendo en cosas que no os conciernen y eso es peligroso."
2,genial,—¡Genial.
2,bravo,"¡Bravo, Dudley."
2,sobrepasar,"Ronald Weasley, que siempre ha sido sobrepasado por sus hermanos, se ve solo y el mejor de todos ell"
2,retirar,Se inclinó y retiró su varita de la nariz del trol.
2,aplicación,"Considerado por casi todo el mundo como el más grande mago del tiempo presente, Dumbledore es partic"
2,apesadumbrado,"Dumbledore asintió con la cabeza, apesadumbrado."
2,queridir,"—Querido, no has contado el regalo de tía Marge."
2,murciélago,"Escaparates repletos de barriles de bazos de murciélago y ojos de anguila, tambaleantes montones de "
2,conservar,Separó uno y dijo:  —Mi madre siempre se olvida de que no me gusta la carne en conserva.
2,firmado,"Pero, por desgracia, hacía falta un permiso especial, firmado por un profesor, para mirar alguno de "
2,manojo,"El abrigo de Hagrid parecía hecho sólo de bolsillos, con contenidos de todo tipo: manojos de llaves,"
2,hacer yo,"—No estoy tratando de hacerme el valiente, ni nada por el estilo, al decir el nombre —dijo Harry—."
2,fríamente,—Eres mucho más valiente ahora que has vuelto a tierra firme y tienes a tus amiguitos —dijo fríament
2,raíl,Se inclinaba hacia abajo y había unos raíles en el suelo.
2,contramaleficio,"Todos empezaron a reírse, salvo Hermione, que se puso de pie e hizo el contramaleficio."
2,vosotros,"—Ahora, vosotros dos."
2,velada,"Ron había pasado toda la velada dándole consejos del tipo de: «Si trata de maldecirte, será mejor qu"
2,suceder él,"Flint casi mata al buscador de Gryffindor, cosa que podría sucederle a cualquiera, estoy seguro, así"
2,estropeado,—No sé cómo los muggles se las arreglan sin magia —comentó mientras subían por una escalera mecánica
2,dar yo,"—No debería enfadarme —dijo con pesar—, pero a lo mejor no ha funcionado."
2,creeréis,"—¿No creeréis que voy a quedarme aquí, esperando a que Filch me atrape."
2,ésa,—Debes tener cuidado con ésas —lo previno Ron—.
2,trabajado,"» Contenía una flauta de madera, toscamente trabajada."
2,escuchar él,Harry intentó no escucharla.
2,inusual,Está inusualmente brillante.
2,borracho,"Bloques de helado de todos los sabores que uno se pudiera imaginar, pasteles de manzana, tartas de m"
2,brasa,"Harry observó al duende que tenía a la derecha, que pesaba unos rubíes tan grandes como brasas."
2,tapar él,Draco Malfoy y sus amigos Crabbe y Goyle rieron tapándose la boca.
2,organizado,"Al fin y al cabo, para una mente bien organizada, la muerte no es más que la siguiente gran aventura"
2,muchedumbre,Hagrid era tan corpulento que separaba fácilmente a la muchedumbre.
2,desplomar él,"no hay comida —logró decir, antes de desplomarse en una silla."
2,salvar tú,"Un bezoar es una piedra sacada del estómago de una cabra, y sirve para salvarte de la mayor parte de"
2,genio,"El sombrero parecía exigir mucho, y Harry no se sentía valiente ni ingenioso ni nada de eso, por el "
2,iréis,"Tendréis clases con el resto de la casa que os toque, dormiréis en el dormitorio de vuestra casa y p"
2,animado,"Si había algo que desagradaba a los Dursley aún más que las preguntas que Harry hacía, era que habla"
2,coro,—Harry Potter —respondieron a coro.
2,repugnante,"Otra vez, tía Petunia había tratado de meterlo dentro de un repugnante jersey viejo de Dudley (marró"
2,concernir,"Ahora, escuchadme los tres, os estáis metiendo en cosas que no os conciernen y eso es peligroso."
2,visto,"Sabían que los Potter también tenían un hijo pequeño, pero nunca lo habían visto."
2,actualmente,"Harry dio la vuelta a la tarjeta y leyó:  Albus Dumbledore, actualmente director de Hogwarts."
2,quítate,"—Quítate de en medio —ordenó Ron, y le dio un golpe a Peeves."
2,míralo,Míralos a todos.
2,atentamente,"—Buen Dios —dijo el cantinero, mirando atentamente a Harry—."
2,barril,"Escaparates repletos de barriles de bazos de murciélago y ojos de anguila, tambaleantes montones de "
2,desmayar,—Creo que se ha desmayado —dijo Ron a Harry.
2,estremecir,Los Dursley se estremecían al pensar qué dirían los vecinos si los Potter apareciesen por la acera.
2,saco,"El saco de boxeo favorito de Dudley era Harry, pero no podía atraparlo muy a menudo."
2,pum,¡PUM.
2,gustar él,"Miraba con expresión radiante a los alumnos, con los brazos muy abiertos, como si nada pudiera gusta"
2,buscarte,Buscarte a ti.
2,martes,Cuando el señor y la señora Dursley se despertaron el sombrío y gris martes en el que nuestra histor
2,sensato,"—Mi querida profesora, estoy seguro de que una persona sensata como usted puede llamarlo por su nomb"
2,cascarón,—Pero ¿qué vas a hacer cuando salga del cascarón.
2,traicionar,Y Neville jugará al quidditch en el equipo de Inglaterra antes de que Hagrid traicione a Dumbledore.
2,burbuja,"Le recordaron los palitos de plástico con los que los niños muggles hacían burbujas, sólo que éstos "
2,bizcocho,"Bloques de helado de todos los sabores que uno se pudiera imaginar, pasteles de manzana, tartas de m"
2,impresionar,"Harry ya se había acostumbrado, pero la primera mañana se impresionó un poco cuando unos cien búhos "
2,grifo,"—susurró Ron, empujando a Harry detrás de un gran grifo de piedra."
2,inseguro,—preguntó con aire inseguro a Percy.
2,conocerte,conocerte.
2,centenar,"Un centenar de duendes estaban sentados en altos taburetes, detrás de un largo mostrador, escribiend"
2,demonios,"—Si nos atrapan por vuestra culpa, no descansaré hasta aprender esa Maldición de los Demonios, de la"
2,entender él,"Los Dursley hablaban a menudo sobre Harry de aquella manera, como si no estuviera allí, o más bien c"
2,mango,Se inclinó hacia delante y apuntó el mango de la escoba hacia abajo.
2,saludar él,"—Espero que nos veamos pronto, profesora McGonagall —dijo Dumbledore, saludándola con una inclinació"
2,castellano,Título original: Harry Potter and the Philosopher’s Stone  Traducción: Alicia Dellepiane Rawson  Tra
2,tapiz,"Estaba tan dormido que ni se sorprendió al ver que la gente de los retratos, a lo largo de los pasil"
2,riéndose,"Cuando tía Petunia y Dudley salieron corriendo, cubriéndose la cara con las manos, tío Vernon cerró "
2,quedartar,"—Puedes quedarte con ella —dijo Harry, riendo ante el placer de Ron—."
2,tejer,Hagrid ocupó dos asientos y comenzó a tejer lo que parecía una carpa de circo color amarillo canario
2,cabra,"Un bezoar es una piedra sacada del estómago de una cabra, y sirve para salvarte de la mayor parte de"
2,emporio,»  Un suave ulular llegaba de una tienda oscura que tenía un rótulo que decía: «Emporio del Búho.
2,derrota,"Considerado por casi todo el mundo como el más grande mago del tiempo presente, Dumbledore es partic"
2,tumulto,Se produjo un tumulto.
2,rendir él,Pero tío Vernon no iba a rendirse sin luchar.
2,expulsar él,"Iban a expulsarlo, lo sabía."
2,pretender,—¿Qué pretenden teniendo una cosa así encerrada en un colegio.
2,convencido,"No les creyó cuando dijeron que estaban perdidos, estaba convencido de que querían entrar a propósit"
2,repartir,Era como si Snape empezara a repartir golosinas.
2,eres,"Un nombre vulgar y horrible, si quieres mi opinión."
2,espectador,"Telespectadores de lugares tan apartados como Kent, Yorkshire y Dundee han telefoneado para decirme "
2,tembloroso,Harry la abrió con dedos temblorosos.
2,anotar,"Cuando Angelina anotó un punto, Harry hizo un par de rizos para aflojar la tensión y volvió a vigila"
2,deberíais,"Y vosotros dos deberíais cambiaros ya, vamos a llegar pronto."
2,busca,"Estaba muy ocupado revolviendo en su capa, buscando algo, pero pareció darse cuenta de que lo observ"
2,dejar yo,—Podéis dejarme aquí —sugirió esperanzado Harry.
2,escudo,"Con las manos temblorosas, Harry le dio la vuelta al sobre y vio un sello de lacre púrpura con un es"
2,olfatear,"Harry olfateó y un aroma especial llegó a su nariz, una mezcla de calcetines sucios y baño público q"
2,enroscar,"—Oh, me alegro mucho de saber cómo se llama, es de gran ayuda —gruñó Ron, tratando de evitar que la "
2,decírselo,—He estado a punto de decírselo a tu hermano —contestó enfadada Hermione—.
2,novato,¡Los horribles novatos.
2,ráfaga,"A Harry le escocían los ojos por las ráfagas de aire frío, pero los mantuvo muy abiertos."
2,retumbar,Una voz retumbó en el tren.
2,grindelwald,"Considerado por casi todo el mundo como el más grande mago del tiempo presente, Dumbledore es partic"
2,dorso,El gigante tomó un sorbo de té y se secó la boca con el dorso de la mano.
2,halcón,Tenía el pelo corto y canoso y ojos amarillos como los de un halcón.
2,espantoso,"—Oh, sí —dijo el señor Dursley, con una espantosa sensación de abatimiento—."
2,romper él,—Voy a romperles la cabeza —dijo Hagrid—.
2,cintura,Tío Vernon cogió a Harry por la cintura y lo arrojó al recibidor.
2,sollozó,—sollozó Hagrid mientras Harry y Hermione cubrían la jaula con la capa invisible y se metían dentro 
2,atizador,"El gigante volvió a sentarse en el sofá, que se hundió bajo su peso, y comenzó a sacar toda clase de"
2,posar,Tamborileó con los dedos sobre el volante y su mirada se posó en unos extraños que estaban cerca de 
2,espectacular,El salón estaba espectacular.
2,haciéndolo,"y la última vez que Dudley le pegó, ¿no se vengó de él, aunque sin darse cuenta de que estaba hacién"
2,invadir,El temor lo invadió.
2,rezongó,—rezongó.
2,vencer,"Por otra parte, el rostro burlón de Malfoy se le aparecía en la oscuridad, y aquélla era la gran opo"
2,conmovido,"—He tenido que dejar que sucediera —dijo Ron, conmovido—."
2,cuidadoso,"—Nunca se es demasiado cuidadoso —dijo Hagrid, tocando su ballesta—."
2,vidriera,"Estaba oscuro y hacía frío, y había vidrieras iluminadas a lo largo de las paredes."
2,atajo,"Filch debía de conocer un atajo para llegar a donde él estaba, porque el murmullo de su voz se acerc"
2,pottermore,Título original: Harry Potter and the Philosopher’s Stone  Traducción: Alicia Dellepiane Rawson  Tra
2,casillero,"Hermione gritó, pero se quedó en su casillero."
2,agitado,"Hasta pueden estar siguiéndonos —murmuró tío Vernon, agitado."
2,hirveir,"No espero que lleguéis a entender la belleza de un caldero hirviendo suavemente, con sus vapores rel"
2,inconsciente,"Todavía está inconsciente, pero la señora Pomfrey dice que se pondrá bien."
2,timbre,"Justo entonces, sonó el timbre de la puerta."
